generation,best_fitness,mean_fitness,neuron_count,synapse_count
108,107.12,43.2326,16,36
109,107.12,41.3758,16,36
110,107.12,43.9762,16,36
111,107.12,40.1932,16,36
112,107.12,39.3678,16,36
113,107.12,43.4839,16,36
114,107.12,47.6142,16,36
115,107.12,47.1537,16,36
116,107.12,47.048,16,36
117,107.12,51.9266,16,36
118,107.12,48.0544,16,36
119,107.12,42.8181,16,36
120,107.12,44.0954,16,36
121,107.12,45.4461,16,36
122,107.12,46.1312,16,36
123,107.12,50.024,16,36
124,107.12,48.8418,16,36
125,107.12,45.351,16,36
126,107.12,42.9881,16,36
127,107.12,42.3928,16,36
128,107.12,41.6562,16,36
129,107.12,42.3518,16,36
130,107.12,44.9223,16,36
131,107.12,48.0011,16,36
132,107.12,48.6957,16,36
133,107.12,46.1338,16,36
134,107.12,47.6941,16,36
135,107.12,41.4457,16,36
136,107.12,46.7557,16,36
137,107.12,46.4184,16,36
138,107.12,49.4822,16,36
139,107.12,55.1616,16,36
140,107.12,50.0088,16,36
141,107.12,46.6148,16,36
142,107.12,48.345,16,36
143,107.12,52.6719,16,36
144,107.12,48.9261,16,36
145,107.12,48.4503,16,36
146,107.12,46.3358,16,36
147,107.12,46.6072,16,36
148,107.12,45.5569,16,36
149,107.12,48.395,16,36
150,107.12,50.3246,16,36
151,107.12,49.0299,16,36
152,107.12,50.7992,16,36
153,107.12,49.2615,16,36
154,107.12,52.3828,16,36
155,107.12,46.0898,16,36
156,107.12,48.7482,16,36
157,107.12,53.0668,16,36
158,107.12,42.3386,16,36
159,107.12,43.5113,16,36
160,107.12,48.982,16,36
161,107.12,41.1278,16,36
162,107.12,43.0961,16,36
163,107.12,42.8602,16,36
164,107.12,45.4963,16,36
165,107.12,48.7967,16,36
166,107.12,50.5413,16,36
167,107.12,47.4298,16,36
168,107.12,51.795,16,36
169,107.12,48.6184,16,36
170,107.12,49.6609,16,36
171,107.12,55.0141,16,36
172,107.12,53.4286,16,36
173,107.12,54.1909,16,36
174,107.12,54.2299,16,36
175,107.12,54.0863,16,36
176,107.12,49.4963,16,36
177,107.12,54.7489,16,36
178,107.12,56.3608,16,36
179,107.12,55.6504,16,36
180,107.12,57.7613,16,36
181,107.12,58.1356,16,36
182,107.12,55.9755,16,36
183,107.12,55.7073,16,36
184,107.12,52.5752,16,36
185,107.12,55.2052,16,36
186,107.12,56.7689,16,36
187,107.12,57.9094,16,36
188,107.12,53.5569,16,36
189,107.12,56.3353,16,36
190,107.12,57.2453,16,36
191,107.12,56.913,16,36
192,107.12,55.8058,16,36
193,107.12,57.8146,16,36
194,107.12,58.9681,16,36
195,107.12,61.1855,16,36
196,107.12,59.9992,16,36
197,107.12,61.3868,16,36
198,107.12,64.2008,16,36
199,107.12,65.1919,16,36
