generation,best_fitness,mean_fitness,accuracy,neuron_count,synapse_count
853,0.75,0,0.5,5,3
854,0.75,0,0.5,5,3
855,0.75,0,0.5,5,3
856,0.75,0,0.5,5,3
857,0.75,0,0.5,5,3
858,0.75,0,0.5,5,3
859,0.75,0,0.5,5,3
860,0.75,0,0.5,5,3
861,0.75,0,0.5,5,3
862,0.75,0,0.5,5,3
863,0.75,0,0.5,5,3
864,0.75,0,0.5,5,3
865,0.75,0,0.5,5,3
866,0.75,0,0.5,5,3
867,0.75,0,0.5,5,3
868,0.75,0,0.5,5,3
869,0.75,0,0.5,5,3
870,0.75,0,0.5,5,3
871,0.75,0,0.5,5,3
872,0.75,0,0.5,5,3
873,0.75,0,0.5,5,3
874,0.75,0,0.5,5,3
875,0.75,0,0.5,5,3
876,0.75,0,0.5,5,3
877,0.75,0,0.5,5,3
878,0.75,0,0.5,5,3
879,0.75,0,0.5,5,3
880,0.75,0,0.5,5,3
881,0.75,0,0.5,5,3
882,0.75,0,0.5,5,3
883,0.75,0,0.5,5,3
884,0.75,0,0.5,5,3
885,0.75,0,0.5,5,3
886,0.75,0,0.5,5,3
887,0.75,0,0.5,5,3
888,0.75,0,0.5,5,3
889,0.75,0,0.5,5,3
890,0.75,0,0.5,5,3
891,0.75,0,0.5,5,3
892,0.75,0,0.5,5,3
893,0.75,0,0.5,5,3
894,0.75,0,0.5,5,3
895,0.75,0,0.5,5,3
896,0.75,0,0.5,5,3
897,0.75,0,0.5,5,3
898,0.75,0,0.5,5,3
899,0.75,0,0.5,5,3
900,0.75,0,0.5,5,3
901,0.75,0,0.5,5,3
902,0.75,0,0.5,5,3
903,0.75,0,0.5,5,3
904,0.75,0,0.5,5,3
905,0.75,0,0.5,5,3
906,0.75,0,0.5,5,3
907,0.75,0,0.5,5,3
908,0.75,0,0.5,5,3
909,0.75,0,0.5,5,3
910,0.75,0,0.5,5,3
911,0.75,0,0.5,5,3
912,0.75,0,0.5,5,3
913,0.75,0,0.5,5,3
914,0.75,0,0.5,5,3
915,0.75,0,0.5,5,3
916,0.75,0,0.5,5,3
917,0.75,0,0.5,5,3
918,0.75,0,0.5,5,3
919,0.75,0,0.5,5,3
920,0.75,0,0.5,5,3
921,0.75,0,0.5,5,3
922,0.75,0,0.5,5,3
923,0.75,0,0.5,5,3
924,0.75,0,0.5,5,3
925,0.75,0,0.5,5,3
926,0.75,0,0.5,5,3
927,0.75,0,0.5,5,3
928,0.75,0,0.5,5,3
929,0.75,0,0.5,5,3
930,0.75,0,0.5,5,3
931,0.75,0,0.5,5,3
932,0.75,0,0.5,5,3
933,0.75,0,0.5,5,3
934,0.75,0,0.5,5,3
935,0.75,0,0.5,5,3
936,0.75,0,0.5,5,3
937,0.75,0,0.5,5,3
938,0.75,0,0.5,5,3
939,0.75,0,0.5,5,3
940,0.75,0,0.5,5,3
941,0.75,0,0.5,5,3
942,0.75,0,0.5,5,3
943,0.750126,0,0.5,5,3
944,0.750126,0,0.5,5,3
945,0.750128,0,0.5,5,3
946,0.750135,0,0.5,5,3
947,0.750189,0,0.5,5,3
948,0.750656,0,0.5,5,3
949,0.751161,0,0.5,5,3
950,0.751233,0,0.5,5,3
951,0.751238,0,0.5,5,3
952,0.751238,0,0.5,5,3
953,0.751314,0,0.5,5,3
954,0.751431,0,0.5,5,3
954,0.751431,0,0.4375,10,17
955,0.752412,0,0.4375,10,17
956,0.752412,0,0.4375,10,17
957,0.752412,0,0.4375,10,17
958,0.752412,0,0.4375,10,17
959,0.752457,0,0.4375,10,17
960,0.752712,0,0.4375,10,17
961,0.753062,0,0.4375,10,17
962,0.753851,0,0.4375,10,17
963,0.754774,0,0.4375,10,17
964,0.755159,0,0.4375,10,17
965,0.755348,0,0.4375,10,17
966,0.755446,0,0.4375,10,17
967,0.755571,0,0.4375,10,17
968,0.755704,0,0.4375,10,17
969,0.755922,0,0.4375,10,17
970,0.756746,0,0.4375,10,17
971,0.756868,0,0.4375,10,17
972,0.756951,0,0.4375,10,17
973,0.757094,0,0.4375,10,17
974,0.75737,0,0.4375,10,17
975,0.758302,0,0.4375,10,17
976,0.758302,0,0.4375,10,17
977,0.759059,0,0.4375,10,17
978,0.759382,0,0.4375,10,17
979,0.760811,0,0.4375,10,17
980,0.763876,0,0.4375,10,17
981,0.774076,0,0.4375,10,17
982,0.780148,0,0.4375,10,17
983,0.782769,0,0.4375,10,17
984,0.783181,0,0.4375,10,17
985,0.783181,0,0.4375,10,17
986,0.783458,0,0.4375,10,17
987,0.78364,0,0.4375,10,17
988,0.783857,0,0.4375,10,17
989,0.784123,0,0.4375,10,17
990,0.784549,0,0.4375,10,17
991,0.785039,0,0.4375,10,17
992,0.785129,0,0.4375,10,17
993,0.785188,0,0.4375,10,17
994,0.785284,0,0.4375,10,17
995,0.785443,0,0.4375,10,17
996,0.78563,0,0.4375,10,17
997,0.785805,0,0.4375,10,17
998,0.785818,0,0.4375,10,17
999,0.786105,0,0.4375,10,17
1000,0.786152,0,0.4375,10,17
1001,0.786152,0,0.4375,10,17
1002,0.78625,0,0.4375,10,17
1003,0.786326,0,0.4375,10,17
1004,0.78643,0,0.4375,10,17
1005,0.786583,0,0.4375,10,17
1006,0.786668,0,0.4375,10,17
1007,0.78682,0,0.4375,10,17
1007,0.78682,0,0.5,11,19
1008,0.790574,0,0.5,11,19
1009,0.793954,0,0.5,11,19
1010,0.794645,0,0.5,11,19
1011,0.794683,0,0.5,11,19
1012,0.794893,0,0.5,11,19
1013,0.794893,0,0.5,11,19
1014,0.794955,0,0.5,11,19
1015,0.795074,0,0.5,11,19
1016,0.795306,0,0.5,11,19
1017,0.795676,0,0.5,11,19
1018,0.796241,0,0.5,11,19
1019,0.796856,0,0.5,11,19
1020,0.797037,0,0.5,11,19
1021,0.797198,0,0.5,11,19
1022,0.797204,0,0.5,11,19
1023,0.797205,0,0.5,11,19
1024,0.797219,0,0.5,11,19
1025,0.797246,0,0.5,11,19
1026,0.797302,0,0.5,11,19
1027,0.797368,0,0.5,11,19
1028,0.797466,0,0.5,11,19
1029,0.797628,0,0.5,11,19
1030,0.797801,0,0.5,11,19
1031,0.797857,0,0.5,11,19
1032,0.824151,0,0.5,11,19
1033,0.824151,0,0.5,11,19
1034,0.824151,0,0.5,11,19
1035,0.824151,0,0.5,11,19
1036,0.824151,0,0.5,11,19
1037,0.824309,0,0.5,11,19
1038,0.824459,0,0.5,11,19
1039,0.8251,0,0.5,11,19
1040,0.826344,0,0.5,11,19
1041,0.828084,0,0.5,11,19
1042,0.83102,0,0.5,11,19
1043,0.833569,0,0.5,11,19
1044,0.836516,0,0.5,11,19
1045,0.839815,0,0.5,11,19
1046,0.84126,0,0.5,11,19
1047,0.841324,0,0.5,11,19
1048,0.841545,0,0.5,11,19
1049,0.841705,0,0.5,11,19
1050,0.841705,0,0.5,11,19
1051,0.841705,0,0.5,11,19
1052,0.841705,0,0.5,11,19
1053,0.841721,0,0.5,11,19
1054,0.842156,0,0.5,11,19
1055,0.843675,0,0.5,11,19
1056,0.843694,0,0.5,11,19
1057,0.846922,0,0.5,11,19
1058,0.846922,0,0.5,11,19
1059,0.846922,0,0.5,11,19
1060,0.846922,0,0.5,11,19
1060,0.846922,0,0.75,11,19
1061,0.846922,0,0.75,11,19
1062,0.846922,0,0.75,11,19
1063,0.846922,0,0.75,11,19
1064,0.846922,0,0.75,11,19
1065,0.846922,0,0.75,11,19
1066,0.846922,0,0.75,11,19
1067,0.848028,0,0.75,11,19
1068,0.849947,0,0.75,11,19
1069,0.849963,0,0.75,11,19
1070,0.849988,0,0.75,11,19
1071,0.85003,0,0.75,11,19
1072,0.850094,0,0.75,11,19
1073,0.850184,0,0.75,11,19
1074,0.850208,0,0.75,11,19
1075,0.850224,0,0.75,11,19
1076,0.850271,0,0.75,11,19
1077,0.850367,0,0.75,11,19
1078,0.850496,0,0.75,11,19
1079,0.850635,0,0.75,11,19
1080,0.850712,0,0.75,11,19
1081,0.850714,0,0.75,11,19
1082,0.850782,0,0.75,11,19
1083,0.850888,0,0.75,11,19
1084,0.850979,0,0.75,11,19
1085,0.850979,0,0.75,11,19
1086,0.85101,0,0.75,11,19
1087,0.851036,0,0.75,11,19
1088,0.851062,0,0.75,11,19
1089,0.851071,0,0.75,11,19
1090,0.851081,0,0.75,11,19
1091,0.851094,0,0.75,11,19
1092,0.851112,0,0.75,11,19
1093,0.851134,0,0.75,11,19
1094,0.851167,0,0.75,11,19
1095,0.851212,0,0.75,11,19
1096,0.851271,0,0.75,11,19
1097,0.851367,0,0.75,11,19
1098,0.851771,0,0.75,11,19
1099,0.851879,0,0.75,11,19
1100,0.851896,0,0.75,11,19
1101,0.85199,0,0.75,11,19
1102,0.851995,0,0.75,11,19
1103,0.852002,0,0.75,11,19
1104,0.852013,0,0.75,11,19
1105,0.852034,0,0.75,11,19
1106,0.852075,0,0.75,11,19
1107,0.852147,0,0.75,11,19
1108,0.852295,0,0.75,11,19
1109,0.852444,0,0.75,11,19
1110,0.852533,0,0.75,11,19
1111,0.852538,0,0.75,11,19
1112,0.852543,0,0.75,11,19
1113,0.852549,0,0.75,11,19
1113,0.852549,0,0.8125,11,20
1114,0.852549,0,0.8125,11,20
1115,0.852549,0,0.8125,11,20
1116,0.852549,0,0.8125,11,20
1117,0.852549,0,0.8125,11,20
1118,0.852549,0,0.8125,11,20
1119,0.852549,0,0.8125,11,20
1120,0.852549,0,0.8125,11,20
1121,0.852549,0,0.8125,11,20
1122,0.852549,0,0.8125,11,20
1123,0.852549,0,0.8125,11,20
1124,0.852549,0,0.8125,11,20
1125,0.852549,0,0.8125,11,20
1126,0.852549,0,0.8125,11,20
1127,0.852549,0,0.8125,11,20
1128,0.852549,0,0.8125,11,20
1129,0.852549,0,0.8125,11,20
1130,0.852549,0,0.8125,11,20
1131,0.852549,0,0.8125,11,20
1132,0.852549,0,0.8125,11,20
1133,0.852549,0,0.8125,11,20
1134,0.852549,0,0.8125,11,20
1135,0.852549,0,0.8125,11,20
1136,0.852549,0,0.8125,11,20
1137,0.852549,0,0.8125,11,20
1138,0.852549,0,0.8125,11,20
1139,0.852549,0,0.8125,11,20
1140,0.852549,0,0.8125,11,20
1141,0.852549,0,0.8125,11,20
1142,0.852549,0,0.8125,11,20
1143,0.852549,0,0.8125,11,20
1144,0.852549,0,0.8125,11,20
1145,0.852549,0,0.8125,11,20
1146,0.852549,0,0.8125,11,20
1147,0.852549,0,0.8125,11,20
1148,0.852549,0,0.8125,11,20
1149,0.852549,0,0.8125,11,20
1150,0.852549,0,0.8125,11,20
1151,0.852549,0,0.8125,11,20
1152,0.852549,0,0.8125,11,20
1153,0.852549,0,0.8125,11,20
1154,0.852549,0,0.8125,11,20
1155,0.852549,0,0.8125,11,20
1156,0.852549,0,0.8125,11,20
1157,0.852549,0,0.8125,11,20
1158,0.852549,0,0.8125,11,20
1159,0.852549,0,0.8125,11,20
1160,0.85255,0,0.8125,11,20
1161,0.852551,0,0.8125,11,20
1162,0.852555,0,0.8125,11,20
1163,0.852566,0,0.8125,11,20
1164,0.852583,0,0.8125,11,20
1165,0.852611,0,0.8125,11,20
1166,0.852668,0,0.8125,11,20
1166,0.852668,0,0.875,11,20
1167,0.852668,0,0.875,11,20
1168,0.852773,0,0.875,11,20
1169,0.852808,0,0.875,11,20
1170,0.852836,0,0.875,11,20
1171,0.852836,0,0.875,11,20
1172,0.852836,0,0.875,11,20
1173,0.852836,0,0.875,11,20
1174,0.852836,0,0.875,11,20
1175,0.852836,0,0.875,11,20
1176,0.852836,0,0.875,11,20
1177,0.852836,0,0.875,11,20
1178,0.852836,0,0.875,11,20
1179,0.852836,0,0.875,11,20
1180,0.852836,0,0.875,11,20
1181,0.852836,0,0.875,11,20
1182,0.852836,0,0.875,11,20
1183,0.852836,0,0.875,11,20
1184,0.852836,0,0.875,11,20
1185,0.852836,0,0.875,11,20
1186,0.852836,0,0.875,11,20
1187,0.852836,0,0.875,11,20
1188,0.852836,0,0.875,11,20
1189,0.852836,0,0.875,11,20
1190,0.852836,0,0.875,11,20
1191,0.852836,0,0.875,11,20
1192,0.852836,0,0.875,11,20
1193,0.852836,0,0.875,11,20
1194,0.852836,0,0.875,11,20
1195,0.852836,0,0.875,11,20
1196,0.852836,0,0.875,11,20
1197,0.852836,0,0.875,11,20
1198,0.852836,0,0.875,11,20
1199,0.852836,0,0.875,11,20
1200,0.852836,0,0.875,11,20
1201,0.852836,0,0.875,11,20
1202,0.852836,0,0.875,11,20
1203,0.852836,0,0.875,11,20
1204,0.852836,0,0.875,11,20
1205,0.852836,0,0.875,11,20
1206,0.852836,0,0.875,11,20
1207,0.852836,0,0.875,11,20
1208,0.852836,0,0.875,11,20
1209,0.852836,0,0.875,11,20
1210,0.852836,0,0.875,11,20
1211,0.852836,0,0.875,11,20
1212,0.852836,0,0.875,11,20
1213,0.852836,0,0.875,11,20
1214,0.852836,0,0.875,11,20
1215,0.852836,0,0.875,11,20
1216,0.852836,0,0.875,11,20
1217,0.852836,0,0.875,11,20
1218,0.852836,0,0.875,11,20
1219,0.852836,0,0.875,11,20
1220,0.852836,0,0.875,11,20
1221,0.852836,0,0.875,11,20
1222,0.852836,0,0.875,11,20
1223,0.852836,0,0.875,11,20
1224,0.852836,0,0.875,11,20
1225,0.852836,0,0.875,11,20
1226,0.852836,0,0.875,11,20
1227,0.852836,0,0.875,11,20
1228,0.852836,0,0.875,11,20
1229,0.852836,0,0.875,11,20
1230,0.852836,0,0.875,11,20
1231,0.852836,0,0.875,11,20
1232,0.852836,0,0.875,11,20
1233,0.852836,0,0.875,11,20
1234,0.852836,0,0.875,11,20
1235,0.852836,0,0.875,11,20
1236,0.852836,0,0.875,11,20
1237,0.852836,0,0.875,11,20
1238,0.852836,0,0.875,11,20
1239,0.852836,0,0.875,11,20
1240,0.852836,0,0.875,11,20
1241,0.852836,0,0.875,11,20
1242,0.852836,0,0.875,11,20
1243,0.852836,0,0.875,11,20
1244,0.852836,0,0.875,11,20
1245,0.852836,0,0.875,11,20
1246,0.852836,0,0.875,11,20
1247,0.852836,0,0.875,11,20
1248,0.852836,0,0.875,11,20
1249,0.852836,0,0.875,11,20
1250,0.852836,0,0.875,11,20
1251,0.852836,0,0.875,11,20
1252,0.852836,0,0.875,11,20
1253,0.852836,0,0.875,11,20
1254,0.852836,0,0.875,11,20
1255,0.852836,0,0.875,11,20
1256,0.852836,0,0.875,11,20
1257,0.852836,0,0.875,11,20
1258,0.852836,0,0.875,11,20
1259,0.852836,0,0.875,11,20
1260,0.852836,0,0.875,11,20
1261,0.852836,0,0.875,11,20
1262,0.852836,0,0.875,11,20
1263,0.852836,0,0.875,11,20
1264,0.852836,0,0.875,11,20
1265,0.852836,0,0.875,11,20
1266,0.852836,0,0.875,11,20
1267,0.852836,0,0.875,11,20
1268,0.852836,0,0.875,11,20
1269,0.852836,0,0.875,11,20
1270,0.852836,0,0.875,11,20
1271,0.852836,0,0.875,11,20
1272,0.852836,0,0.875,11,20
1273,0.852836,0,0.875,11,20
1274,0.852836,0,0.875,11,20
1275,0.852836,0,0.875,11,20
1276,0.852836,0,0.875,11,20
1277,0.852836,0,0.875,11,20
1278,0.852836,0,0.875,11,20
1279,0.852836,0,0.875,11,20
1280,0.852836,0,0.875,11,20
1281,0.852836,0,0.875,11,20
1282,0.852836,0,0.875,11,20
1283,0.852836,0,0.875,11,20
1284,0.852836,0,0.875,11,20
1285,0.852836,0,0.875,11,20
1286,0.852836,0,0.875,11,20
1287,0.852836,0,0.875,11,20
1288,0.852836,0,0.875,11,20
1289,0.852836,0,0.875,11,20
1290,0.852836,0,0.875,11,20
1291,0.852836,0,0.875,11,20
1292,0.852836,0,0.875,11,20
1293,0.852836,0,0.875,11,20
1294,0.852836,0,0.875,11,20
1295,0.852836,0,0.875,11,20
1296,0.852836,0,0.875,11,20
1297,0.852836,0,0.875,11,20
1298,0.852836,0,0.875,11,20
1299,0.852836,0,0.875,11,20
1300,0.852836,0,0.875,11,20
1301,0.852836,0,0.875,11,20
1302,0.852836,0,0.875,11,20
1303,0.852836,0,0.875,11,20
1304,0.852836,0,0.875,11,20
1305,0.852836,0,0.875,11,20
1306,0.852836,0,0.875,11,20
1307,0.852836,0,0.875,11,20
1308,0.852836,0,0.875,11,20
1309,0.852836,0,0.875,11,20
1310,0.852836,0,0.875,11,20
1311,0.852836,0,0.875,11,20
1312,0.852836,0,0.875,11,20
1313,0.852836,0,0.875,11,20
1314,0.852836,0,0.875,11,20
1315,0.852836,0,0.875,11,20
1316,0.852836,0,0.875,11,20
1317,0.852836,0,0.875,11,20
1318,0.852836,0,0.875,11,20
1319,0.852836,0,0.875,11,20
1320,0.852836,0,0.875,11,20
1321,0.852836,0,0.875,11,20
1322,0.852836,0,0.875,11,20
1323,0.852836,0,0.875,11,20
1324,0.852836,0,0.875,11,20
1325,0.852836,0,0.875,11,20
1326,0.852836,0,0.875,11,20
1327,0.852836,0,0.875,11,20
1328,0.852837,0,0.875,11,20
1329,0.852837,0,0.875,11,20
1330,0.852837,0,0.875,11,20
1331,0.852837,0,0.875,11,20
1332,0.852837,0,0.875,11,20
1333,0.852837,0,0.875,11,20
1334,0.852837,0,0.875,11,20
1335,0.852837,0,0.875,11,20
1336,0.852837,0,0.875,11,20
1337,0.852838,0,0.875,11,20
1338,0.852838,0,0.875,11,20
1339,0.852838,0,0.875,11,20
1340,0.852847,0,0.875,11,20
1341,0.852858,0,0.875,11,20
1342,0.852886,0,0.875,11,20
1343,0.852917,0,0.875,11,20
1344,0.852941,0,0.875,11,20
1345,0.852948,0,0.875,11,20
1346,0.852949,0,0.875,11,20
1347,0.852949,0,0.875,11,20
1348,0.85295,0,0.875,11,20
1349,0.852951,0,0.875,11,20
1350,0.852952,0,0.875,11,20
1351,0.852953,0,0.875,11,20
1352,0.852953,0,0.875,11,20
1353,0.852953,0,0.875,11,20
1354,0.852953,0,0.875,11,20
1355,0.852953,0,0.875,11,20
1356,0.852953,0,0.875,11,20
1357,0.852953,0,0.875,11,20
1358,0.852953,0,0.875,11,20
1359,0.852953,0,0.875,11,20
1360,0.852953,0,0.875,11,20
1361,0.852957,0,0.875,11,20
1362,0.852957,0,0.875,11,20
1363,0.852958,0,0.875,11,20
1364,0.852958,0,0.875,11,20
1365,0.852959,0,0.875,11,20
1366,0.852961,0,0.875,11,20
1367,0.852963,0,0.875,11,20
1368,0.852967,0,0.875,11,20
1369,0.852971,0,0.875,11,20
1370,0.852971,0,0.875,11,20
1371,0.852971,0,0.875,11,20
1372,0.852971,0,0.875,11,20
1373,0.852971,0,0.875,11,20
1374,0.852971,0,0.875,11,20
1375,0.852972,0,0.875,11,20
1376,0.852972,0,0.875,11,20
1377,0.852973,0,0.875,11,20
1378,0.852974,0,0.875,11,20
1379,0.852974,0,0.875,11,20
1380,0.852974,0,0.875,11,20
1381,0.852974,0,0.875,11,20
1382,0.852974,0,0.875,11,20
1383,0.852974,0,0.875,11,20
1384,0.852974,0,0.875,11,20
1385,0.852974,0,0.875,11,20
1386,0.852974,0,0.875,11,20
1387,0.852974,0,0.875,11,20
1388,0.852974,0,0.875,11,20
1389,0.852974,0,0.875,11,20
1390,0.852974,0,0.875,11,20
1391,0.852974,0,0.875,11,20
1392,0.852974,0,0.875,11,20
1393,0.852974,0,0.875,11,20
1394,0.852974,0,0.875,11,20
1395,0.852974,0,0.875,11,20
1396,0.852974,0,0.875,11,20
1397,0.852974,0,0.875,11,20
1398,0.852974,0,0.875,11,20
1399,0.852974,0,0.875,11,20
1400,0.852974,0,0.875,11,20
1401,0.852974,0,0.875,11,20
1402,0.852974,0,0.875,11,20
1403,0.852974,0,0.875,11,20
1404,0.852974,0,0.875,11,20
1405,0.852974,0,0.875,11,20
1406,0.852974,0,0.875,11,20
1407,0.852974,0,0.875,11,20
1408,0.852974,0,0.875,11,20
1409,0.852974,0,0.875,11,20
1410,0.852974,0,0.875,11,20
1411,0.852974,0,0.875,11,20
1412,0.852974,0,0.875,11,20
1413,0.852974,0,0.875,11,20
1414,0.852974,0,0.875,11,20
1415,0.852974,0,0.875,11,20
1416,0.852974,0,0.875,11,20
1417,0.852974,0,0.875,11,20
1418,0.852974,0,0.875,11,20
1419,0.852974,0,0.875,11,20
1420,0.852974,0,0.875,11,20
1421,0.852974,0,0.875,11,20
1422,0.852974,0,0.875,11,20
1423,0.852974,0,0.875,11,20
1424,0.852974,0,0.875,11,20
1425,0.852974,0,0.875,11,20
1426,0.852974,0,0.875,11,20
1427,0.852977,0,0.875,11,20
1428,0.85298,0,0.875,11,20
1429,0.85298,0,0.875,11,20
1430,0.852982,0,0.875,11,20
1431,0.852985,0,0.875,11,20
1432,0.852985,0,0.875,11,20
1433,0.852985,0,0.875,11,20
1434,0.852985,0,0.875,11,20
1435,0.852985,0,0.875,11,20
1436,0.852985,0,0.875,11,20
1437,0.852985,0,0.875,11,20
1438,0.852985,0,0.875,11,20
1439,0.852985,0,0.875,11,20
1440,0.852985,0,0.875,11,20
1441,0.852985,0,0.875,11,20
1442,0.852985,0,0.875,11,20
1443,0.852985,0,0.875,11,20
1444,0.852985,0,0.875,11,20
1445,0.852985,0,0.875,11,20
1446,0.852988,0,0.875,11,20
1447,0.852988,0,0.875,11,20
1448,0.852988,0,0.875,11,20
1449,0.852988,0,0.875,11,20
1450,0.852988,0,0.875,11,20
1451,0.852988,0,0.875,11,20
1452,0.852988,0,0.875,11,20
1453,0.852988,0,0.875,11,20
1454,0.852988,0,0.875,11,20
1455,0.852988,0,0.875,11,20
1456,0.852988,0,0.875,11,20
1457,0.852988,0,0.875,11,20
1458,0.852988,0,0.875,11,20
1459,0.852988,0,0.875,11,20
1460,0.852988,0,0.875,11,20
1461,0.852988,0,0.875,11,20
1462,0.852988,0,0.875,11,20
1463,0.852988,0,0.875,11,20
1464,0.852988,0,0.875,11,20
1465,0.852988,0,0.875,11,20
1466,0.852988,0,0.875,11,20
1467,0.852988,0,0.875,11,20
1468,0.852988,0,0.875,11,20
1469,0.852988,0,0.875,11,20
1470,0.852988,0,0.875,11,20
1471,0.852988,0,0.875,11,20
1472,0.852988,0,0.875,11,20
1473,0.852988,0,0.875,11,20
1474,0.852988,0,0.875,11,20
1475,0.852988,0,0.875,11,20
1476,0.852988,0,0.875,11,20
1477,0.852988,0,0.875,11,20
1478,0.852988,0,0.875,11,20
1479,0.852988,0,0.875,11,20
1480,0.852988,0,0.875,11,20
1481,0.852988,0,0.875,11,20
1482,0.852988,0,0.875,11,20
1483,0.852988,0,0.875,11,20
1484,0.852988,0,0.875,11,20
1485,0.852988,0,0.875,11,20
1486,0.852988,0,0.875,11,20
1487,0.852988,0,0.875,11,20
1488,0.852991,0,0.875,11,20
1489,0.852991,0,0.875,11,20
1490,0.852992,0,0.875,11,20
1491,0.852995,0,0.875,11,20
1492,0.853001,0,0.875,11,20
1493,0.853007,0,0.875,11,20
1494,0.853007,0,0.875,11,20
1495,0.853007,0,0.875,11,20
1496,0.853007,0,0.875,11,20
1497,0.853007,0,0.875,11,20
1498,0.853007,0,0.875,11,20
1499,0.853007,0,0.875,11,20
1500,0.853007,0,0.875,11,20
1501,0.853008,0,0.875,11,20
1502,0.853008,0,0.875,11,20
1503,0.853008,0,0.875,11,20
1504,0.853277,0,0.875,11,20
1505,0.853808,0,0.875,11,20
1506,0.855225,0,0.875,11,20
1507,0.855936,0,0.875,11,20
1508,0.855936,0,0.875,11,20
1509,0.855936,0,0.875,11,20
1510,0.855936,0,0.875,11,20
1511,0.855936,0,0.875,11,20
1512,0.855936,0,0.875,11,20
1513,0.855936,0,0.875,11,20
1514,0.855936,0,0.875,11,20
1515,0.855936,0,0.875,11,20
1516,0.855936,0,0.875,11,20
1517,0.855936,0,0.875,11,20
1518,0.855936,0,0.875,11,20
1519,0.855936,0,0.875,11,20
1520,0.855936,0,0.875,11,20
1521,0.855936,0,0.875,11,20
1522,0.855936,0,0.875,11,20
1523,0.855936,0,0.875,11,20
1524,0.855936,0,0.875,11,20
1525,0.855936,0,0.875,11,20
1526,0.855936,0,0.875,11,20
1527,0.855936,0,0.875,11,20
1528,0.855936,0,0.875,11,20
1529,0.855936,0,0.875,11,20
1530,0.855936,0,0.875,11,20
1531,0.855936,0,0.875,11,20
1532,0.855936,0,0.875,11,20
1533,0.855936,0,0.875,11,20
1534,0.855936,0,0.875,11,20
1535,0.855936,0,0.875,11,20
1536,0.855936,0,0.875,11,20
1537,0.855936,0,0.875,11,20
1537,0.855936,0,0.8125,11,21
1538,0.855936,0,0.8125,11,21
1539,0.855936,0,0.8125,11,21
1540,0.85594,0,0.8125,11,21
1541,0.855945,0,0.8125,11,21
1542,0.855947,0,0.8125,11,21
1543,0.855947,0,0.8125,11,21
1544,0.855947,0,0.8125,11,21
1545,0.855962,0,0.8125,11,21
1546,0.855962,0,0.8125,11,21
1547,0.855966,0,0.8125,11,21
1548,0.855971,0,0.8125,11,21
1549,0.855981,0,0.8125,11,21
1550,0.855998,0,0.8125,11,21
1551,0.856022,0,0.8125,11,21
1552,0.856032,0,0.8125,11,21
1553,0.856032,0,0.8125,11,21
1554,0.858077,0,0.8125,11,21
1555,0.858214,0,0.8125,11,21
1556,0.858512,0,0.8125,11,21
1557,0.859203,0,0.8125,11,21
1558,0.859521,0,0.8125,11,21
1559,0.85975,0,0.8125,11,21
1560,0.860063,0,0.8125,11,21
1561,0.860508,0,0.8125,11,21
1562,0.861255,0,0.8125,11,21
1563,0.862188,0,0.8125,11,21
1564,0.862755,0,0.8125,11,21
1565,0.862776,0,0.8125,11,21
1566,0.862917,0,0.8125,11,21
1567,0.863154,0,0.8125,11,21
1568,0.863554,0,0.8125,11,21
1569,0.864071,0,0.8125,11,21
1570,0.864151,0,0.8125,11,21
1571,0.864165,0,0.8125,11,21
1572,0.864189,0,0.8125,11,21
1573,0.864207,0,0.8125,11,21
1574,0.864211,0,0.8125,11,21
1575,0.864212,0,0.8125,11,21
1576,0.864215,0,0.8125,11,21
1577,0.86422,0,0.8125,11,21
1578,0.864227,0,0.8125,11,21
1579,0.864238,0,0.8125,11,21
1580,0.864253,0,0.8125,11,21
1581,0.864262,0,0.8125,11,21
1582,0.864274,0,0.8125,11,21
1583,0.864274,0,0.8125,11,21
1584,0.864278,0,0.8125,11,21
1585,0.864278,0,0.8125,11,21
1586,0.864278,0,0.8125,11,21
1587,0.864278,0,0.8125,11,21
1588,0.864278,0,0.8125,11,21
1589,0.864278,0,0.8125,11,21
1590,0.864278,0,0.8125,11,21
1591,0.864278,0,0.8125,11,21
1592,0.864278,0,0.8125,11,21
1593,0.864278,0,0.8125,11,21
1594,0.864278,0,0.8125,11,21
1595,0.864278,0,0.8125,11,21
1596,0.864278,0,0.8125,11,21
1597,0.864278,0,0.8125,11,21
1598,0.864278,0,0.8125,11,21
1599,0.864278,0,0.8125,11,21
1600,0.864278,0,0.8125,11,21
1601,0.864278,0,0.8125,11,21
1602,0.864278,0,0.8125,11,21
1603,0.864278,0,0.8125,11,21
1604,0.864278,0,0.8125,11,21
1605,0.864278,0,0.8125,11,21
1606,0.864278,0,0.8125,11,21
1607,0.864278,0,0.8125,11,21
1608,0.864278,0,0.8125,11,21
1609,0.864278,0,0.8125,11,21
1610,0.864278,0,0.8125,11,21
1611,0.864278,0,0.8125,11,21
1612,0.864278,0,0.8125,11,21
1613,0.864278,0,0.8125,11,21
1614,0.864278,0,0.8125,11,21
1615,0.864278,0,0.8125,11,21
1616,0.864278,0,0.8125,11,21
1617,0.864278,0,0.8125,11,21
1618,0.864278,0,0.8125,11,21
1619,0.864278,0,0.8125,11,21
1620,0.864278,0,0.8125,11,21
1621,0.864278,0,0.8125,11,21
1622,0.864278,0,0.8125,11,21
1623,0.864278,0,0.8125,11,21
1624,0.864278,0,0.8125,11,21
