generation,best_fitness,mean_fitness,neuron_count,synapse_count
102,0.97378,0,5,5
103,0.97378,0,5,5
104,0.97378,0,5,5
105,0.97378,0,5,5
106,0.97378,0,5,5
107,0.97378,0,5,5
108,0.97378,0,5,5
109,0.97378,0,5,5
110,0.97378,0,5,5
111,0.97378,0,5,5
112,0.97378,0,5,5
113,0.97378,0,5,5
114,0.97378,0,5,5
115,0.97378,0,5,5
116,0.97378,0,5,5
117,0.97378,0,5,5
118,0.97378,0,5,5
119,0.97378,0,5,5
120,0.97378,0,5,5
121,0.97378,0,5,5
122,0.97378,0,5,5
123,0.97378,0,5,5
124,0.97378,0,5,5
125,0.97378,0,5,5
126,0.97378,0,5,5
127,0.97378,0,5,5
128,0.97378,0,5,5
129,0.97378,0,5,5
130,0.97378,0,5,5
131,0.97378,0,5,5
132,0.97378,0,5,5
133,0.97378,0,5,5
134,0.97378,0,5,5
135,0.97378,0,5,5
136,0.97378,0,5,5
137,0.97378,0,5,5
138,0.97378,0,5,5
139,0.97378,0,5,5
140,0.97378,0,5,5
141,0.97378,0,5,5
142,0.97378,0,5,5
143,0.97378,0,5,5
144,0.974106,0,5,5
145,0.974106,0,5,5
146,0.974106,0,5,5
147,0.974323,0,5,5
148,0.974323,0,5,5
149,0.974328,0,5,5
150,0.974343,0,5,5
151,0.974372,0,5,5
152,0.974443,0,5,5
153,0.974512,0,5,5
154,0.974526,0,5,5
155,0.974555,0,5,5
156,0.974599,0,5,5
157,0.974622,0,5,5
158,0.974624,0,5,5
159,0.974644,0,5,5
160,0.974663,0,5,5
161,0.974663,0,5,5
162,0.974665,0,5,5
163,0.974668,0,5,5
164,0.974673,0,5,5
165,0.974673,0,5,5
166,0.974673,0,5,5
167,0.974673,0,5,5
168,0.97484,0,5,5
169,0.97484,0,7,10
170,0.974865,0,7,10
171,0.974871,0,7,10
172,0.974871,0,7,10
173,0.97497,0,7,10
174,0.975011,0,7,10
175,0.975181,0,7,10
176,0.976157,0,7,10
177,0.976157,0,7,10
178,0.976157,0,7,10
179,0.976157,0,7,10
180,0.976157,0,7,10
181,0.976762,0,7,10
182,0.976762,0,7,10
183,0.976779,0,7,10
184,0.976831,0,7,10
185,0.976923,0,7,10
186,0.977812,0,7,10
187,0.977812,0,7,10
188,0.977856,0,7,10
189,0.97792,0,7,10
190,0.977983,0,7,10
191,0.978144,0,7,10
192,0.978588,0,7,10
193,0.978817,0,7,10
194,0.978817,0,7,10
195,0.978822,0,7,10
196,0.978852,0,7,10
197,0.978873,0,8,13
198,0.978917,0,8,13
199,0.97893,0,8,13
200,0.97893,0,8,13
201,0.978935,0,8,13
202,0.978944,0,8,13
203,0.978957,0,8,13
204,0.97897,0,8,13
205,0.978983,0,8,13
206,0.978998,0,8,13
207,0.979009,0,8,13
208,0.979029,0,8,13
209,0.979056,0,8,13
210,0.979093,0,8,13
211,0.979133,0,8,13
212,0.979153,0,8,13
213,0.979199,0,8,13
214,0.979199,0,8,13
215,0.979474,0,8,13
216,0.979474,0,8,13
217,0.979474,0,8,13
218,0.979475,0,8,13
219,0.979475,0,8,13
220,0.979476,0,8,13
221,0.979478,0,8,13
222,0.979484,0,8,13
223,0.979497,0,8,13
224,0.979504,0,8,13
225,0.979504,0,8,13
226,0.979504,0,8,13
227,0.979522,0,8,13
228,0.979554,0,8,13
229,0.979715,0,8,13
230,0.979743,0,8,13
231,0.97994,0,8,13
232,0.98023,0,8,13
233,0.980581,0,8,13
234,0.981019,0,8,13
235,0.981409,0,8,14
