generation,best_fitness,mean_fitness,neuron_count,synapse_count
1,-48408.609666,0,206,1960
2,-48336.473924,0,206,1960
3,-48155.171821,0,206,1960
4,-47915.507218,0,206,1960
5,-47404.184713,0,206,1960
6,-46259.513284,0,206,1960
7,-43973.605671,0,206,1960
8,-41624.961738,0,206,1960
9,-37159.907184,0,206,1960
10,-35664.617151,0,206,1960
11,-35209.187644,0,206,1960
12,-34484.707192,0,206,1960
13,-28684.659793,0,206,1960
14,-28670.762214,0,206,1960
15,-28575.69382,0,206,1960
16,-28446.404953,0,206,1960
17,-28212.767704,0,206,1960
18,-26150.755701,0,206,1960
19,-26046.836001,0,206,1960
20,-22393.57839,0,206,1960
21,-22390.569432,0,206,1960
22,-14749.857798,0,206,1960
23,-14680.718638,0,206,1960
24,-14486.494723,0,206,1960
25,-14486.494723,0,206,1960
26,-14013.273271,0,206,1960
27,-13174.289651,0,206,1960
28,-11865.908951,0,206,1960
29,-9181.55486,0,206,1960
30,-7756.342757,0,206,1960
31,-7754.271522,0,206,1960
32,-7754.262515,0,206,1960
33,-7754.262513,0,206,1960
34,-7754.262204,0,206,1960
35,-7754.262204,0,206,1960
36,-7644.09094,0,206,1960
37,-7627.70186,0,206,1960
38,-7615.86108,0,206,1960
39,-7574.772633,0,206,1960
40,-7463.344563,0,206,1960
41,-7259.998883,0,206,1960
42,-6584.902041,0,206,1960
43,-4876.013316,0,206,1960
44,-1470.794754,0,206,1960
45,-1.708288,0,206,1960
46,-0.111305,0,206,1960
47,-0.089506,0,206,1960
48,-0.085683,0,206,1960
49,-0.085683,0,206,1961
50,-0.08528,0,206,1961
51,-0.085002,0,206,1961
52,-0.085002,0,206,1961
53,-0.085002,0,206,1961
54,-0.084997,0,206,1961
55,-0.08498,0,206,1961
56,-0.084978,0,206,1961
57,-0.084978,0,206,1961
58,0.038747,0,206,1961
59,0.38252,0,207,1964
60,0.382551,0,207,1964
61,0.38258,0,207,1964
62,0.382681,0,207,1964
63,0.382975,0,207,1964
64,0.383157,0,207,1964
65,0.383226,0,207,1964
66,0.384052,0,207,1964
67,0.38408,0,207,1964
68,0.38408,0,207,1964
69,0.3841,0,207,1964
70,0.384101,0,207,1964
71,0.384104,0,207,1964
72,0.384111,0,207,1964
73,0.384203,0,207,1964
74,0.384417,0,207,1964
75,0.384433,0,207,1964
76,0.384544,0,207,1964
77,0.384582,0,207,1964
78,0.384679,0,207,1964
79,0.38471,0,207,1964
80,0.38479,0,207,1964
81,0.384803,0,207,1964
82,0.384925,0,207,1964
83,0.384925,0,207,1964
84,0.384925,0,207,1964
85,0.384928,0,207,1964
86,0.384939,0,207,1964
87,0.384953,0,207,1964
88,0.384979,0,207,1964
89,0.385028,0,207,1964
90,0.385028,0,207,1964
91,0.385028,0,207,1964
92,0.385031,0,208,1966
93,0.385031,0,208,1966
94,0.385032,0,208,1966
95,0.385033,0,208,1966
96,0.385035,0,208,1966
97,0.385035,0,208,1966
98,0.385036,0,208,1966
99,0.385036,0,208,1966
100,0.385036,0,208,1966
101,0.385055,0,208,1966
102,0.385094,0,207,1965
103,0.385507,0,207,1965
104,0.385689,0,207,1965
105,0.385724,0,207,1965
106,0.385743,0,207,1965
107,0.386257,0,207,1965
108,0.386257,0,207,1965
109,0.386283,0,207,1965
110,0.386435,0,207,1965
111,0.386435,0,207,1965
112,0.386461,0,207,1965
113,0.386461,0,208,1969
114,0.386461,0,208,1969
115,0.38682,0,208,1969
116,0.38682,0,208,1969
117,0.38682,0,208,1969
118,0.38682,0,208,1969
119,0.386881,0,208,1969
120,0.386942,0,208,1969
121,0.386949,0,208,1969
122,0.386949,0,208,1969
123,0.386949,0,208,1969
124,0.386949,0,208,1969
125,0.386949,0,208,1969
126,0.386964,0,208,1969
127,0.386964,0,208,1969
128,0.386964,0,208,1969
129,0.386964,0,208,1969
130,0.386969,0,208,1969
131,0.386977,0,208,1969
132,0.386981,0,208,1969
133,0.386992,0,208,1969
134,0.387021,0,208,1969
135,0.387021,0,208,1969
136,0.387021,0,208,1969
137,0.38708,0,208,1969
138,0.387164,0,208,1969
139,0.387164,0,208,1969
140,0.387168,0,208,1969
141,0.387168,0,208,1969
142,0.387168,0,208,1969
143,0.387615,0,208,1969
144,0.387615,0,208,1969
145,0.387628,0,208,1969
146,0.387628,0,208,1970
147,0.38763,0,208,1970
148,0.38763,0,208,1970
149,0.387792,0,208,1970
150,0.387792,0,208,1970
151,0.387792,0,208,1970
152,0.387792,0,208,1970
153,0.387792,0,208,1970
154,0.387792,0,208,1970
155,0.387792,0,208,1970
156,0.387792,0,207,1966
157,0.387792,0,207,1966
158,0.387813,0,207,1966
159,0.387826,0,207,1966
160,0.387827,0,207,1966
161,0.387827,0,207,1966
162,0.38783,0,207,1966
163,0.505799,0,207,1966
164,0.505799,0,207,1966
165,0.505799,0,207,1966
166,0.505801,0,207,1967
167,0.505864,0,207,1967
168,0.505864,0,207,1967
169,0.505989,0,207,1967
170,0.50599,0,207,1967
171,0.505992,0,207,1967
